ID,Age at admission,Gender,Governorates,Country,Previous School,Scholarship,SAT,EEE,GPA,Performance,Attempted hours,Earned hours
200301720,19,M,Mount Lebanon,Lebanon,L'Athenee de Beyrouth,Yes,1010.0,458.0,81.5,Pass,6,6
200303515,20,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,0.0,58.57,Fail,6,3
200301134,19,F,Beirut,Lebanon,"Nat.Prot.Col,Kfarshima",Yes,990.0,0.0,66.2,Fail,3,0
200301102,20,M,South Lebanon,Lebanon,Col.N.D. Srs.Salvatorinne-Abra,Yes,920.0,0.0,56.5,Fail,6,3
200403421,20,F,Mount Lebanon,Lebanon,Beirut Comm.Sch/Hadath,Yes,1150.0,0.0,66.0,Fail,15,12
200303350,19,M,Mount Lebanon,Lebanon,Hripsirmiantz College,Yes,980.0,0.0,84.2,Pass,3,3
200303351,19,F,Beirut,Lebanon,"St.Mary Orthodox Col,Beirut",Yes,970.0,0.0,72.0,Pass,3,3
200303382,19,F,Mount Lebanon,Lebanon,Srs. de La Charite de Besancon,Yes,1020.0,539.0,71.8,Pass,15,12
200400033,18,M,Beirut,Lebanon,"Lycee Patriote, Mreijeh",Yes,880.0,500.0,58.5,Fail,6,3
200400034,18,M,Beirut,Lebanon,Beirut Evang.Sch.for girls&boy,Yes,1160.0,0.0,76.0,Pass,15,15
200400067,18,F,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1050.0,0.0,84.6,Pass,15,15
200400057,18,F,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1050.0,536.0,85.2,Pass,15,15
200400086,18,F,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1030.0,0.0,80.8,Pass,15,15
200400094,18,F,Mount Lebanon,Lebanon,Al Manar Modern School,Yes,1110.0,0.0,79.0,Pass,15,15
200303453,19,M,Mount Lebanon,Lebanon,Beirut Evang.Sch.for girls&boy,Yes,1070.0,0.0,72.8,Pass,15,12
200400109,18,F,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,980.0,0.0,83.2,Pass,15,15
200400165,18,M,Beirut,Lebanon,"Carmel St.Joseph, Meshref",Yes,1010.0,550.0,79.6,Pass,15,15
200400235,19,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1230.0,0.0,81.2,Pass,15,15
200400273,17,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1060.0,0.0,72.33,Pass,12,9
200400252,19,M,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1210.0,0.0,84.8,Pass,15,15
200400260,18,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1200.0,0.0,87.0,Pass,15,15
200400218,18,F,Beirut,Lebanon,American Comm. Sc /Beirut,Yes,1160.0,0.0,84.4,Pass,15,15
200400337,19,M,North Lebanon,Lebanon,Lycee F. L. A. De Lamartine,Yes,1290.0,0.0,92.0,Pass,15,15
200400283,18,F,Beirut,Lebanon,"College Louise Wegmann, Beirut",Yes,1070.0,0.0,80.6,Pass,15,15
200400349,17,F,Mount Lebanon,Lebanon,The Int'l School of Choueifat ,Yes,1100.0,0.0,87.4,Pass,15,15
200400374,19,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,990.0,592.0,86.4,Pass,15,15
200400473,18,F,Beirut,Lebanon,"Hariri High School II, Beirut",Yes,960.0,0.0,73.2,Pass,15,15
200400238,17,M,Mount Lebanon,Lebanon,"Notre-Dame de Lourdes,Jbeil",Yes,1180.0,0.0,87.4,Pass,15,15
200400562,18,M,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1120.0,0.0,78.4,Pass,10,10
200403684,18,M,Mount Lebanon,Lebanon,Hripsirmiantz College,Yes,1120.0,0.0,61.94,Fail,16,9
200400579,18,M,South Lebanon,Lebanon,"Off.Sec.Sch.KamelElSab,Nabatie",Yes,890.0,418.0,67.6,Fail,6,3
200400724,18,F,Beirut,Lebanon,"British Int'l Sc.Jeddah, KSA",Yes,1180.0,0.0,78.0,Pass,15,15
200400855,18,F,Beirut,Lebanon,Minette Modern School,Yes,960.0,550.0,80.0,Pass,15,15
200400883,19,F,Mount Lebanon,Lebanon,Lycee Int'l St.Germain-Amer se,Yes,1060.0,0.0,64.75,Fail,15,12
200400892,18,M,Beirut,Lebanon,"St.Mary Orthodox Col,Beirut",Yes,1210.0,0.0,77.8,Pass,15,15
200400951,18,F,Beirut,Lebanon,Eco.Srs.St.Joseph L'apparition,Yes,980.0,0.0,84.4,Pass,15,15
200400990,18,M,Beirut,Lebanon,"Leb Evan Sch for B&G,Louaizeh",Yes,1010.0,0.0,72.4,Pass,15,15
200401025,18,F,Mount Lebanon,Lebanon,Hripsirmiantz College,Yes,920.0,0.0,85.0,Pass,9,9
200401043,18,F,Mount Lebanon,Lebanon,"Christian Teach.Institute,Hors",Yes,1000.0,0.0,78.0,Pass,15,15
200401086,18,F,Beirut,Lebanon,"St.Mary Orthodox Col,Beirut",Yes,1190.0,0.0,87.8,Pass,15,12
200401131,18,F,Mount Lebanon,Lebanon,"Beirut Int'l Sc,Bchamoun",Yes,1080.0,637.0,78.2,Pass,15,15
200401201,18,M,Mount Lebanon,Lebanon,"College MARISTE Champville ,Di",Yes,1090.0,560.0,61.25,Fail,15,9
200401561,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1070.0,606.0,84.0,Pass,15,15
200401557,17,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,990.0,0.0,89.2,Pass,15,15
200401552,19,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1190.0,0.0,91.4,Pass,15,15
200401550,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1020.0,550.0,91.2,Pass,15,15
200401549,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1040.0,0.0,91.8,Pass,15,15
200401547,19,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,970.0,0.0,79.6,Pass,15,15
200401537,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1050.0,0.0,86.8,Pass,15,15
200401606,18,M,North Lebanon,Lebanon,"Rawdat Fayhaa,Tripoli",Yes,980.0,500.0,77.5,Pass,12,12
200401602,18,M,North Lebanon,Lebanon,"Rawdat Fayhaa,Tripoli",Yes,1120.0,438.0,76.21,Pass,6,6
200401236,19,F,Mount Lebanon,Lebanon,"Col.Prot.Francais, Beirut",Yes,1000.0,0.0,82.6,Pass,15,15
200401235,18,M,Beirut,Lebanon,"Hariri High School II, Beirut",Yes,1090.0,0.0,68.4,Fail,15,15
200401697,18,M,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1070.0,536.0,78.4,Pass,15,15
200402231,19,F,Beirut,Lebanon,American Comm. Sc /Beirut,Yes,1110.0,0.0,83.8,Pass,15,15
200402182,18,M,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,950.0,555.0,70.5,Pass,12,12
200401685,18,F,Beirut,Lebanon,"College Louise Wegmann, Beirut",Yes,1120.0,536.0,79.8,Pass,15,15
200401683,18,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1020.0,0.0,75.23,Pass,13,13
200402441,18,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1120.0,0.0,77.25,Pass,15,12
200402178,18,F,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,1180.0,0.0,85.0,Pass,17,17
200402177,19,M,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,1090.0,0.0,76.8,Pass,15,15
200401669,18,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1060.0,581.0,77.2,Pass,15,15
200402672,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1040.0,511.0,59.0,Fail,9,9
200402665,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1320.0,0.0,87.0,Pass,15,15
200402574,18,F,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1060.0,0.0,85.6,Pass,15,15
200402566,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1150.0,0.0,75.6,Pass,15,15
200402564,17,F,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1010.0,0.0,74.25,Pass,12,12
200402561,17,F,Mount Lebanon,Lebanon,"Rawdah H.Sch., Beirut",Yes,960.0,535.0,85.8,Pass,15,15
200402560,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1060.0,0.0,73.0,Pass,15,9
200402556,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1120.0,0.0,75.4,Pass,15,15
200402553,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1050.0,468.0,72.0,Pass,3,3
200402550,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1130.0,0.0,76.6,Pass,15,15
200402520,18,F,Mount Lebanon,Lebanon,"Rawdah H.Sch., Beirut",No,980.0,0.0,71.29,Pass,14,14
200402538,19,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1220.0,0.0,72.6,Pass,15,15
200402643,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,0.0,88.8,Pass,15,15
200402633,19,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1000.0,607.0,80.6,Pass,15,15
200402524,18,M,Mount Lebanon,Lebanon,"Rawdah H.Sch., Beirut",Yes,1190.0,0.0,88.8,Pass,15,15
200402631,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,512.0,75.5,Pass,12,12
200402623,19,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1050.0,0.0,86.2,Pass,15,15
200402618,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,990.0,536.0,74.6,Pass,15,15
200402506,18,F,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1080.0,555.0,79.8,Pass,15,15
200402772,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1150.0,0.0,79.6,Pass,15,15
200402771,18,F,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1020.0,0.0,76.5,Pass,12,12
200402766,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1030.0,580.0,85.2,Pass,15,15
200402756,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1140.0,0.0,80.0,Pass,15,15
200402755,19,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1100.0,0.0,78.4,Pass,15,15
200402749,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1010.0,563.0,77.5,Pass,15,12
200402746,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1190.0,0.0,73.4,Pass,15,15
200402741,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1230.0,0.0,79.4,Pass,15,15
200402461,19,F,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1010.0,504.0,59.33,Fail,12,6
200402513,19,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1090.0,0.0,71.0,Pass,15,12
200402086,19,M,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,990.0,502.0,67.5,Fail,15,9
200402435,18,M,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1040.0,0.0,73.25,Pass,15,12
200402432,18,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1060.0,580.0,75.4,Pass,15,15
200402164,18,F,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,950.0,537.0,79.4,Pass,18,15
200402420,18,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1080.0,0.0,70.0,Fail,15,12
200402400,18,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1190.0,0.0,71.2,Pass,15,15
200402159,18,F,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,990.0,0.0,79.6,Pass,15,15
200402401,18,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1040.0,540.0,75.6,Pass,15,15
200402399,17,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1160.0,0.0,76.0,Pass,9,9
200402819,18,F,Mount Lebanon,Lebanon,The Int'l School of Choueifat ,Yes,1140.0,0.0,89.2,Pass,15,15
200402709,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1270.0,0.0,88.0,Pass,15,12
200402603,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1120.0,0.0,81.0,Pass,15,15
200401292,18,F,Mount Lebanon,Lebanon,"St.Famille,Fanar",Yes,980.0,0.0,80.33,Pass,9,9
200402415,19,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1120.0,532.0,74.0,Pass,15,15
200401591,18,M,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1110.0,0.0,73.75,Pass,12,12
200401009,17,F,Beirut,Lebanon,"Najd National School, Riyadh",Yes,1040.0,0.0,75.8,Pass,15,15
200401482,18,M,Beirut,Lebanon,Amilieh High School ,Yes,1060.0,561.0,83.4,Pass,15,15
200401375,18,F,Beirut,Lebanon,"GrandLyceeFrancolibanais,bey",Yes,1170.0,0.0,84.4,Pass,15,15
200401951,18,M,Mount Lebanon,Lebanon,"College des Apotres,Jounieh",Yes,1050.0,0.0,73.0,Pass,12,12
200402698,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1160.0,0.0,86.8,Pass,15,15
200401877,18,M,South Lebanon,Lebanon,"Rafic Hariri High School,Sidon",Yes,1040.0,578.0,81.4,Pass,15,15
200402714,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1140.0,0.0,76.0,Pass,15,15
200401367,18,F,North Lebanon,Lebanon,"Col. National Orthodox,Mina/Tr",Yes,1020.0,514.0,83.25,Pass,12,12
200402323,18,F,Beirut,Lebanon,"Lycee Abdul-Kader, Beirut",Yes,960.0,0.0,67.25,Fail,15,9
200401397,17,M,Beirut,Lebanon,"St.Elie Btina, Beirut",Yes,900.0,0.0,72.5,Pass,12,12
200401903,18,F,South Lebanon,Lebanon,"Rafic Hariri High School,Sidon",Yes,1050.0,0.0,81.0,Pass,9,9
200401272,17,F,North Lebanon,Lebanon,Lycee F. L. A. De Lamartine,Yes,990.0,0.0,63.0,Fail,9,6
200402691,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1110.0,577.0,78.0,Pass,15,15
200401408,19,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,930.0,0.0,75.8,Pass,15,15
200402287,20,M,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,870.0,449.0,81.2,Pass,6,6
200402291,18,M,Beirut,Lebanon,"Lycee Abdul-Kader, Beirut",Yes,1150.0,0.0,88.2,Pass,15,15
200401881,18,F,Mount Lebanon,Lebanon,Beirut Evang.Sch.for girls&boy,Yes,970.0,625.0,81.0,Pass,15,15
200401804,18,M,Mount Lebanon,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,1020.0,533.0,70.5,Pass,15,12
200402732,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1130.0,0.0,87.2,Pass,15,15
200402067,18,F,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,890.0,622.0,63.2,Fail,15,12
200401308,18,F,Mount Lebanon,Lebanon,"St.Famille,Fanar",Yes,1070.0,0.0,83.6,Pass,15,15
200401455,17,F,Beirut,Lebanon,"Lycee Fr. Int. Elite, Beyrouth",Yes,1040.0,0.0,74.75,Pass,15,12
200401917,18,F,South Lebanon,Lebanon,"Rafic Hariri High School,Sidon",Yes,1180.0,571.0,79.0,Pass,15,15
200402825,18,F,Mount Lebanon,Lebanon,The Int'l School of Choueifat ,Yes,1190.0,0.0,82.75,Pass,12,12
200401856,18,M,Beirut,Lebanon,"Nat.Evangel.Inst for G&B,Sidon",Yes,1130.0,0.0,82.33,Pass,9,9
200401761,18,F,Mount Lebanon,Lebanon,"Lycee Franco Libanais, N.Ibr",Yes,1160.0,0.0,80.2,Pass,15,15
200402288,18,F,Beirut,Lebanon,"Lycee Abdul-Kader, Beirut",Yes,1270.0,0.0,91.6,Pass,15,15
200402731,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1170.0,0.0,72.2,Pass,15,15
200403073,18,M,Mount Lebanon,Lebanon,"Sagesse St.Jean Brazila,Baabda",Yes,980.0,452.0,61.4,Fail,6,3
200403463,18,F,Beirut,Lebanon,"Lycee Franco Libanais,Verdun",Yes,1180.0,0.0,68.4,Fail,15,12
200403689,18,M,Mount Lebanon,Lebanon,"Al-Mustaqbal Al Ahliya ,Jeddah",Yes,1200.0,0.0,90.0,Pass,15,15
200403825,17,F,Nabatieh,Lebanon,"Nat.Evangl.Sch,Nabatiyeh",Yes,1000.0,520.0,69.54,Fail,12,3
200403843,18,M,Beirut,Lebanon,Ali Ben Abi Taleb College,Yes,950.0,0.0,79.4,Pass,6,6
200200674,22,M,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,510.0,0.0,60.0,Fail,15,6
200303515,20,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,0.0,58.57,Fail,6,3
200403421,20,F,Mount Lebanon,Lebanon,Beirut Comm.Sch/Hadath,Yes,1150.0,0.0,66.0,Fail,15,12
200400273,17,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1060.0,0.0,72.33,Pass,12,9
200400562,18,M,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1120.0,0.0,78.4,Pass,10,10
200403684,18,M,Mount Lebanon,Lebanon,Hripsirmiantz College,Yes,1120.0,0.0,61.94,Fail,16,9
200400579,18,M,South Lebanon,Lebanon,"Off.Sec.Sch.KamelElSab,Nabatie",Yes,890.0,418.0,67.6,Fail,6,3
200400855,19,F,Beirut,Lebanon,Minette Modern School,Yes,960.0,550.0,80.0,Pass,15,15
200401602,18,M,North Lebanon,Lebanon,"Rawdat Fayhaa,Tripoli",Yes,1120.0,438.0,76.21,Pass,6,6
200401697,19,M,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1070.0,536.0,78.4,Pass,15,15
200401683,19,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1020.0,0.0,75.23,Pass,13,13
200402178,19,F,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,1180.0,0.0,85.0,Pass,17,17
200402560,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1060.0,0.0,73.0,Pass,15,9
200402553,18,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1050.0,468.0,72.0,Pass,3,3
200402520,18,F,Mount Lebanon,Lebanon,"Rawdah H.Sch., Beirut",No,980.0,0.0,71.29,Pass,14,14
200402631,19,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,512.0,75.5,Pass,12,12
200402771,19,F,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1020.0,0.0,76.5,Pass,12,12
200402766,19,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1030.0,580.0,85.2,Pass,15,15
200402749,18,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1010.0,563.0,77.5,Pass,15,12
200402461,19,F,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1010.0,504.0,59.33,Fail,12,6
200402513,20,M,Beirut,Lebanon,"Rawdah H.Sch., Beirut",Yes,1090.0,0.0,71.0,Pass,15,12
200402086,19,M,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,990.0,502.0,67.5,Fail,15,9
200402435,18,M,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1040.0,0.0,73.25,Pass,15,12
200402709,18,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1270.0,0.0,88.0,Pass,15,12
200401292,18,F,Mount Lebanon,Lebanon,"St.Famille,Fanar",Yes,980.0,0.0,80.33,Pass,9,9
200402415,19,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1120.0,532.0,74.0,Pass,15,15
200401591,18,M,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1110.0,0.0,73.75,Pass,12,12
200401009,18,F,Beirut,Lebanon,"Najd National School, Riyadh",Yes,1040.0,0.0,75.8,Pass,15,15
200401951,18,M,Mount Lebanon,Lebanon,"College des Apotres,Jounieh",Yes,1050.0,0.0,73.0,Pass,12,12
200401367,19,F,North Lebanon,Lebanon,"Col. National Orthodox,Mina/Tr",Yes,1020.0,514.0,83.25,Pass,12,12
200402323,18,F,Beirut,Lebanon,"Lycee Abdul-Kader, Beirut",Yes,960.0,0.0,67.25,Fail,15,9
200401397,18,M,Beirut,Lebanon,"St.Elie Btina, Beirut",Yes,900.0,0.0,72.5,Pass,12,12
200401903,18,F,South Lebanon,Lebanon,"Rafic Hariri High School,Sidon",Yes,1050.0,0.0,81.0,Pass,9,9
200401272,18,F,North Lebanon,Lebanon,Lycee F. L. A. De Lamartine,Yes,990.0,0.0,63.0,Fail,9,6
200402287,20,M,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,870.0,449.0,81.2,Pass,6,6
200401804,18,M,Mount Lebanon,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,1020.0,533.0,70.5,Pass,15,12
200402825,18,F,Mount Lebanon,Lebanon,The Int'l School of Choueifat ,Yes,1190.0,0.0,82.75,Pass,12,12
200403689,18,M,Mount Lebanon,Lebanon,"Al-Mustaqbal Al Ahliya ,Jeddah",Yes,1200.0,0.0,90.0,Pass,15,15
200403815,20,M,Beirut,Lebanon,"Coll.Sagesse ,St.Elie,Clemence",Yes,840.0,409.0,74.75,Pass,12,12
200301295,20,M,Mount Lebanon,Lebanon,Mouseitbeh Adventist Sec. Sch.,No,1040.0,0.0,66.4,Fail,6,3
200303515,21,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1070.0,0.0,58.57,Fail,6,3
200403421,21,F,Mount Lebanon,Lebanon,Beirut Comm.Sch/Hadath,Yes,1150.0,0.0,66.0,Fail,15,12
200400033,19,M,Beirut,Lebanon,"Lycee Patriote, Mreijeh",Yes,880.0,500.0,58.5,Fail,6,3
200403684,19,M,Mount Lebanon,Lebanon,Hripsirmiantz College,Yes,1120.0,0.0,61.94,Fail,16,9
200504606,19,M,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1230.0,0.0,49.5,Fail,15,15
200402672,19,M,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1040.0,511.0,59.0,Fail,9,9
200503469,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1020.0,641.0,75.0,Pass,4,4
200402766,19,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1030.0,580.0,85.2,Pass,15,15
200501778,18,F,North Lebanon,Lebanon,Adma Intl Sc,No,860.0,0.0,66.5,Fail,15,12
200402067,19,F,Beirut,Lebanon,"Ras Beirut Int'l Sch.,AirPort",Yes,890.0,622.0,63.2,Fail,15,12
200401455,18,F,Beirut,Lebanon,"Lycee Fr. Int. Elite, Beyrouth",Yes,1040.0,0.0,74.75,Pass,15,12
200403073,19,M,Mount Lebanon,Lebanon,"Sagesse St.Jean Brazila,Baabda",Yes,980.0,452.0,61.4,Fail,6,3
200500013,20,M,Mount Lebanon,Lebanon,Beirut Comm.Sch/Hadath,Yes,910.0,476.0,84.21,Pass,6,6
200403463,19,F,Beirut,Lebanon,"Lycee Franco Libanais,Verdun",Yes,1180.0,0.0,68.4,Fail,15,12
200500061,18,F,Mount Lebanon,Lebanon,"Christian Teach.Institute,Hors",Yes,860.0,521.0,60.0,Fail,15,9
200500555,18,M,North Lebanon,Lebanon,Lycee F. L. A. De Lamartine,Yes,1070.0,0.0,70.5,Pass,12,9
200500080,18,F,Mount Lebanon,Lebanon,"St.Famille,Fanar",Yes,1150.0,0.0,81.8,Pass,15,15
200500117,18,M,Mount Lebanon,Lebanon,"Le Lycee National, Bakaata",Yes,1040.0,0.0,87.2,Pass,15,15
200403825,18,F,Nabatieh,Lebanon,"Nat.Evangl.Sch,Nabatiyeh",Yes,1000.0,520.0,69.54,Fail,12,3
200500536,18,F,Beirut,Lebanon,"Int'l College, Ras Beirut",Yes,1240.0,0.0,88.6,Pass,15,15
200500568,17,M,Beirut,Lebanon,The Int'l School of Choueifat ,Yes,1190.0,0.0,82.8,Pass,15,15
200500541,17,M,Mount Lebanon,Lebanon,"Int'l College, Ras Beirut",Yes,1280.0,0.0,95.0,Pass,15,15
200500500,18,F,Beirut,Lebanon,Beirut Baptist Sch/Mazraa,Yes,970.0,501.0,72.5,Pass,12,12
200500463,19,F,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1010.0,466.0,75.0,Pass,6,6
200500459,18,M,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1080.0,542.0,72.8,Pass,15,15
200500452,17,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1170.0,526.0,68.75,Fail,12,12
200500593,18,F,Beirut,Lebanon,College Notre Dame de Jamhour,Yes,1140.0,0.0,67.8,Fail,15,12
200500178,18,F,Mount Lebanon,Lebanon,"A/Dhabi Int'l School,UAE",Yes,1190.0,0.0,85.4,Pass,15,15
200500256,18,F,Mount Lebanon,Lebanon,"College Louise Wegmann, Beirut",Yes,1240.0,0.0,80.8,Pass,15,15
200500505,19,F,Mount Lebanon,Lebanon,L'Athenee de Beyrouth,Yes,1020.0,507.0,87.0,Pass,12,12
200500472,18,M,Beirut,Lebanon,"Hariri High School II, Beirut",Yes,1110.0,0.0,78.2,Pass,15,15
200500316,16,M,Mount Lebanon,Lebanon,"Al Shola Pvt School, Shahba",Yes,1090.0,0.0,95.0,Pass,12,9
200500371,18,F,Beirut,Lebanon,"GrandLyceeFrancolibanais,bey",Yes,1200.0,0.0,86.0,Pass,15,15
200500156,18,F,Beirut,Lebanon,"GrandLyceeFrancolibanais,bey",Yes,1270.0,0.0,86.8,Pass,15,15
200500293,18,M,Mount Lebanon,Lebanon,St.Joseph Sch.Cornet Shahwan,Yes,1100.0,500.0,72.25,Pass,12,12
200500772,18,F,Mount Lebanon,Lebanon,Ecole Francaise Intl /Riyad,Yes,1050.0,0.0,81.6,Pass,15,15
200500158,18,M,North Lebanon,Lebanon,Lycee F. L. A. De Lamartine,Yes,1100.0,0.0,91.2,Pass,15,15
200500496,18,F,Mount Lebanon,Lebanon,College Notre Dame de Jamhour,Yes,1100.0,466.0,76.4,Pass,6,6
200500248,19,F,Beirut,Lebanon,"College Louise Wegmann, Beirut",Yes,1030.0,0.0,80.0,Pass,15,15
200500262,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1220.0,0.0,88.4,Pass,15,15
200500263,18,F,Beirut,Lebanon,Jesus & Mary School,Yes,1230.0,0.0,87.0,Pass,15,15
200500475,18,F,Beirut,Lebanon,"Col.Prot.Francais, Beirut",Yes,1080.0,546.0,90.0,Pass,15,15
200500218,18,M,Beirut,Lebanon,"St.Mary Orthodox Col,Beirut",Yes,1400.0,0.0,82.0,Pass,15,15
200500269,18,F,Mount Lebanon,Lebanon,Jesus & Mary School,Yes,1230.0,0.0,84.8,Pass,15,15
200500144,18,M,Beirut,Lebanon,"Hariri High School II, Beirut",Yes,1340.0,0.0,83.0,Pass,15,15
200500830,18,F,Mount Lebanon,Lebanon,"Sagesse High School, Ain Saade",Yes,1040.0,0.0,80.31,Pass,16,16
